JAVA,비밀지도,집합과 맵/,"class Solution {
    public String[] solution(int n, int[] arr1, int[] arr2) {
        
        String[] Map = new String[n];
        
        for (int i = 0; i < n; i++) {
            String binaryRow = Integer.toBinaryString(arr1[i] | arr2[i]); // 두 배열의 원소를 OR 연산하고, 이진수로 변환 (Integer.toBinaryString: 10->2진수 변환)
            binaryRow = String.format(""%"" + n + ""s"", binaryRow).replace(' ', '0'); // 필요한 경우 앞부분을 0으로 채우기 (5칸이 되도록 공백을 만들고 공백을 0으로 변환)
            binaryRow = binaryRow.replace('1', '#').replace('0', ' '); // 1은 #으로, 0은 공백으로 변환
            Map[i] = binaryRow;
        }

        return Map;
    }
}",bingo4xg
JAVA,시저암호,구현/,"class Solution {
    public String solution(String s, int n) {
        
        StringBuilder result = new StringBuilder();
        
        for (int i = 0; i < s.length(); i++) {
            char ch = s.charAt(i); // i번째 문자 분리

            if (Character.isLetter(ch)) {
                char base = Character.isLowerCase(ch) ? 'a' : 'A'; // 문자 대소문자 구별(a=97, A=65)
                int offset = (ch - base + n) % 26; // 알파벳의 개수=26 으로 나눠 순환되게 함
                ch = (char) (base + offset); // 뺐던 base를 다시 더해 문자로 변환
            }

            result.append(ch); // result에 문자 추가
        }

        return result.toString();
    }
}",bingo4xg
JAVA,과일장수,배열/,"import java.util.Arrays;
import java.util.Collections;

class Solution {
    public int solution(int k, int m, int[] score) {
        
        // int[] 배열을 Integer[] 배열로 변환하고 내림차순 정렬
        Integer[] scoreObjects = Arrays.stream(score).boxed().toArray(Integer[]::new);
        Arrays.sort(scoreObjects, Collections.reverseOrder());

        int lowAppleSum = 0;
        int result = 0;

        for(int i = 1; i*m <= scoreObjects.length; i++) {
            lowAppleSum += scoreObjects[i*m-1];
        }

        result = lowAppleSum * m;
        return result;
    }
}",bingo4xg
JAVA,바탕화면 정리,구현/,"class Solution {
    public int[] solution(String[] wallpaper) {
        
        // wallpaper 최대값이 50이므로 luy 초기값을 51로 두어 파일이 0좌표에 있을 때도 식별하게 한다
        // lux 초기값을 바탕화면 최대값인 50보다 큰 수로 설정(51)
        int lux = 51, luy = 51, rdx = 0, rdy = 0; 
        
        // 모든 격자 순회
        for(int i = 0; i < wallpaper.length; i++) {
            for(int j = 0; j < wallpaper[i].length(); j++) {
                if(wallpaper[i].charAt(j) == '#') {         // 파일이 발견되면
                    if(luy != 51) {                          // 마지막에 나온 파일의 y좌표+1값을 rdy에 저장
                        rdy = i+1;
                    } 
                    else {                                  // 처음 나온 파일이면 y값을 luy에 저장 (파일이 1개인 경우를 대비해 rdy값에 i+1)
                        luy = i;
                        rdy = i+1;
                    }

                    // 파일의 x값 최소값을 lux에, 최대값을 rdx에 저장
                    // 파일의 x값이 lux보다 작으면 lux에, rdx보다 크면 x값에 1을 더해 rdx에 저장
                    // 파일이 1개 또는 왼쪽 방향으로만 업데이트될 경우를 대비해 if문 2개를 사용 
                    if(j < lux) lux = j; 
                    if(j > rdx) rdx = j; 
                }
            }
        }
        
        int[] result = {luy, lux, rdy, rdx+1}; // rdx의 값이 가장 오른쪽에 있는 파일의 좌표를 결정하므로 마지막에 rdx+1 해준다
        return result;
    }
}",bingo4xg
JAVA,명예의 전당(1),스택/큐/덱/,"import java.util.PriorityQueue;

public class Solution {
    public int[] solution(int k, int[] score) {
        PriorityQueue<Integer> hallOfFame = new PriorityQueue<>(); // 자동으로 정렬되는 큐
        int[] result = new int[score.length]; // 발표 점수 배열 크기 = score 배열 크기

        for (int i = 0; i < score.length; i++) {
            if (hallOfFame.size() < k) { // score 원소가 명예의 전당 자리를 모두 못 채웠을 때
                hallOfFame.add(score[i]); // 새로운 점수 추가
            } else {
                if (score[i] > hallOfFame.peek()) { // score 원소가 명예의 전당 최고 우선순위(첫번째) 값보다 클 때
                    hallOfFame.remove(); // 가장 낮은 점수(첫번째 값) 제거하고
                    hallOfFame.add(score[i]); // 새로운 점수 추가
                }
            }
            result[i] = hallOfFame.peek(); // 해당 날짜의 최하위 점수 기록
        }

        return result;
    }
}",bingo4xg
JAVA,폰켓몬,집합과 맵/,"import java.util.HashSet;

class Solution {
    public int solution(int[] nums) {
        
        /* 
        1. 포켓몬 종류 파악
        2. nums 배열의 절반과 포켓몬 종류 중 더 작은 값 출력 
        */
        HashSet<Integer> types = new HashSet<>();
        for (int num : nums) {
            types.add(num);
        }
        
        return Math.min(nums.length / 2, types.size());
    }
}",bingo4xg
JAVA,모의고사,배열/,"import java.util.ArrayList;

class Solution {
    public int[] solution(int[] answers) {
        // 1,2,3번 수포자 패턴
        int[] supo1 = {1, 2, 3, 4, 5};
        int[] supo2 = {2, 1, 2, 3, 2, 4, 2, 5};
        int[] supo3 = {3, 3, 1, 1, 2, 2, 4, 4, 5, 5};
        // 수포자들의 점수
        int score1 = 0, score2 = 0, score3 = 0;
        
        for (int i = 0; i < answers.length; i++) {
            if (answers[i] == supo1[i % supo1.length]) score1++;
            if (answers[i] == supo2[i % supo2.length]) score2++;
            if (answers[i] == supo3[i % supo3.length]) score3++;
        }
        
        int maxScore = Math.max(score1, Math.max(score2, score3));
        
        ArrayList<Integer> list = new ArrayList<>();
        if (score1 == maxScore) list.add(1);
        if (score2 == maxScore) list.add(2);
        if (score3 == maxScore) list.add(3);
        // 배열로 변환
        int[] result = new int[list.size()];
        for (int i = 0; i < list.size(); i++) {
            result[i] = list.get(i);
        }

        return result;
    }
}",bingo4xg
JAVA,기사단원의 무기,배열/,"import java.util.ArrayList;

class Solution {
    public int solution(int number, int limit, int power) {
        /*
        1. 기사 배열 만들기
        2. 1부터 number값까지 차례로 나눈 몫의 값(약수의 개수)을 knight에 기록
        3. 기록된 배열 중 limit을 넘는 값은 power값으로 치환
        4. knight 원소 전부 더하기
        */
        
        int[] knight = new int[number]; // 각 기사의 약수개수를 저장할 배열
        for(int i = 1; i <= number; i++) {
            // 1~number의 배수인 knight 원소들의 값을 1씩 올리기(약수의 개수 1씩 올리기)
            for(int j = 1; i*j <= number; j++) {
                knight[i*j-1]++;
            }
        }
        
        int sum = 0; // 철의 합
        for(int k = 0; k < number; k++) {
            // 약수개수가 limit값보다 클 경우 power로 조정 후 더하기
            if(knight[k] > limit) {
                knight[k] = power;
            }
            sum += knight[k];
        }
        
        return sum;
    }
}",bingo4xg
JAVA,크레인 인형뽑기 게임,배열/,"import java.util.ArrayList;

class Solution {
    public int solution(int[][] board, int[] moves) {
        
        ArrayList<Integer> bucket = new ArrayList<Integer>();
        int count = 0;
        
        for(int i = 0; i < moves.length; i++) {
            int move = moves[i] - 1;
            
            for(int j = 0; j < board.length; j++) {
                if(board[j][move] != 0) {
                    int doll = board[j][move];
                    board[j][move] = 0;
                    
                    bucket.add(doll); // 인형 먼저 추가
            
                    if(bucket.size() >= 2 && bucket.get(bucket.size() - 1).equals(bucket.get(bucket.size() - 2))) {
                        bucket.remove(bucket.size() - 1); // 마지막 인형 제거(size값과 index값은 서로 다른 개념이다)
                        bucket.remove(bucket.size() - 1); // 이전에 추가된 인형 제거
                        count += 2;
                    }
                    break;
                } 
            }
        }
        
        return count;
    }
}",bingo4xg
JAVA,콜라즈 추측,연산/,"class Solution {
    public int solution(int num) {
        
        long n = num;
        int count = 0;
        if(num == 1) { return 0; }
        
        for(int i=0; i<500; i++) {
            if(n %2 == 0) { n /= 2; } 
            else { n = n * 3 + 1; }
            count++;
                
            if(n == 1) { return count; }
        }
        return -1;
    }
}",bingo4xg
